hotel,meal,deposit_type,total
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,HB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,HB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,HB,No Deposit,0.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,HB,No Deposit,3.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,No Deposit,1.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,4.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,4.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,1.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,No Deposit,3.0
City Hotel,BB,No Deposit,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,No Deposit,1.0
City Hotel,BB,No Deposit,1.0
City Hotel,HB,No Deposit,3.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,No Deposit,1.0
City Hotel,HB,Non Refund,2.0
City Hotel,HB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,HB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,SC,No Deposit,1.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,HB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,HB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,HB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,HB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,HB,Non Refund,2.0
City Hotel,BB,No Deposit,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,HB,Non Refund,2.0
City Hotel,HB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
City Hotel,BB,Non Refund,2.0
